Subject_ITA                                                       , Subject                                                        , Sigla           , Cat, Sub_Cat, Class, Sub_Class, Sub_Class-1, Iconclass                     , Ordinare, Cluster, Section        , Getty    , Getty_2
Sant_Avia                                                         , Saint_Avia                                                     , S(Avia)         ,   1,      11, 11HH ,          , 11HH       , 11HH(AVIA)                    , 11HH    , 2_2    , FemaleSaint    ,          ,          
Sant_Apollonia                                                    , Saint_Apollonia                                                , S(Apo)          ,   1,      11, 11HH ,          , 11HH       , 11HH(APOLLONIA)               , 11HH    , 2_2    , FemaleSaint    , 901000053,          
Santa_Barbara                                                     , Saint_Barbara                                                  , S(Barb)         ,   1,      11, 11HH ,          , 11HH       , 11HH(BARBARA)                 , 11HH    , 2_2    , FemaleSaint    , 901000589,          
Santa_Basilissa                                                   , Saint_Basilissa                                                , S(Basi)         ,   1,      11, 11HH ,          , 11HH       , 11HH(BASILISSA)               , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Bibiana                                                     , Saint_Bibiana                                                  , S(Bib)          ,   1,      11, 11HH ,          , 11HH       , 11HH(BIBIANA)                 , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Brigida                                                     , Saint_Bridget                                                  , S(Bri)          ,   1,      11, 11HH ,          , 11HH       , 11HH(BRIDGET)                 , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Brigida_di_Svezia                                           , Saint_Bridget_of_Sweden                                        , S(BriS)         ,   1,      11, 11HH ,          , 11HH       , 11HH(BRIDGET_OF_SWEDEN)       , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Caterina                                                    , Saint_Catherine                                                , S(Cat)          ,   1,      11, 11HH ,          , 11HH       , 11HH(CATHERINE)               , 11HH    , 2_2    , FemaleSaint    , 901000055,          
Santa_Caterina_di_Bologna                                         , Saint_Catherine_of_Bologna                                     , S(CatB)         ,   1,      11, 11HH ,          , 11HH       , 11HH(CATHERINE_OF_BOLOGNA)    , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Caterina_da_Siena                                           , Saint_Catherine_of_Siena                                       , S(CatS)         ,   1,      11, 11HH ,          , 11HH       , 11HH(CATHERINE_OF_SIENA)      , 11HH    , 2_2    , FemaleSaint    , 500372058,          
Santa_Cecilia                                                     , Saint_Cecilia                                                  , S(Ce)           ,   1,      11, 11HH ,          , 11HH       , 11HH(CECILIA)                 , 11HH    , 2_2    , FemaleSaint    , 901001251,          
Santa_Cristina_di_Bolsena                                         , Saint_Christine_of_Bolsena                                     , S(ChristB)      ,   1,      11, 11HH ,          , 11HH       , 11HH(CHRISTINE)               , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Chiara                                                      , Saint_Clare                                                    , S(Clare)        ,   1,      11, 11HH ,          , 11HH       , 11HH(CLARE)                   , 11HH    , 2_2    , FemaleSaint    , 500450155,          
Santa_Dorotea                                                     , Saint_Dorothea                                                 , S(Dor)          ,   1,      11, 11HH ,          , 11HH       , 11HH(DOROTHEA)                , 11HH    , 2_2    , FemaleSaint    ,          ,          
Sant_Elena                                                        , Saint_Helena                                                   , S(El)           ,   1,      11, 11HH ,          , 11HH       , 11HH(HELENA)                  , 11HH    , 2_2    , FemaleSaint    , 500372010,          
Sant_Elisabetta                                                   , Saint_Elisabeth                                                , S(Eli)          ,   1,      11, 11HH ,          , 11HH       , 11HH(ELISABETH)               , 11HH    , 2_2    , FemaleSaint    , 901001060,          
Sant_Elisabetta_dUngheria                                         , Saint_Elisabeth_of_Hungary                                     , S(EliH)         ,   1,      11, 11HH ,          , 11HH       , 11HH(ELISABETH_OF_HUNGARY)    , 11HH    , 2_2    , FemaleSaint    ,          ,          
Sant_Emerenzia                                                    , Saint_Emerentia                                                , S(Eme)          ,   1,      11, 11HH ,          , 11HH       , 11HH(EMERENTIA)               , 11HH    , 2_2    , FemaleSaint    ,          ,          
Sant_Eustochio                                                    , Saint_Eustochium                                               , S(Eusto)        ,   1,      11, 11HH ,          , 11HH       , 11HH(EUSTOCHIUM)              , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Francesca_Romana                                            , Saint_Francesca_Romana                                         , S(FraR)         ,   1,      11, 11HH ,          , 11HH       , 11HH(FRANCESCA_ROMANA)        , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Francesca_Romana                                            , Saint_Francesca_Romana                                         , S(FraR)sto      ,   1,      11, 11HH ,          , 11HH       , 11HH(FRANCESCA_ROMANA)        , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Genoveffa                                                   , Saint_Genevieve                                                , S(Gen)          ,   1,      11, 11HH ,          , 11HH       , 11HH(GENEVIEVE)               , 11HH    , 2_2    , FemaleSaint    ,          ,          
Giovanna_dArco                                                    , Joan_of_Arc                                                    , JoanArc         ,   1,      11, 11HH ,          , 11HH       , 11HH(JOAN_OF_ARC)             , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Giuliana_di_Nicomedia                                       , Saint_Juliana_of_Nicomedia                                     , S(Juli)         ,   1,      11, 11HH ,          , 11HH       , 11HH(JULIANA)                 , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Lucia                                                       , Saint_Lucy                                                     , S(Lu)           ,   1,      11, 11HH ,          , 11HH       , 11HH(LUCY)                    , 11HH    , 2_2    , FemaleSaint    , 901001253,          
Santa_Lucrezia                                                    , Saint_Lucretia                                                 , S(Lucr)         ,   1,      11, 11HH ,          , 11HH       , 11HH(LUCRETIA)                , 11HH    , 2_2    , FemaleSaint    ,          ,          
Maria_Maddalena                                                   , Mary_Magdalene                                                 , MM              ,   1,      11, 11HH ,          , 11HH       , 11HH(MARY_MAGDALENE)          , 11HH    , 2_2    , FemaleSaint    , 901000161,          
Santa_Marcionilla                                                 , Saint_Marcionilla                                              , S(Marci)        ,   1,      11, 11HH ,          , 11HH       , 11H(MARCIONILLA)              , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Margherita                                                  , Saint_Margaret                                                 , S(Marg)         ,   1,      11, 11HH ,          , 11HH       , 11HH(MARGARET)                , 11HH    , 2_2    , FemaleSaint    , 901000590,          
Santa_Margherita_da_Cortona                                       , Saint_Margaret_of_Cortona                                      , S(MargC)        ,   1,      11, 11HH ,          , 11HH       , 11HH(MARGARET_OF_CORTONA)     , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Marta                                                       , Saint_Martha                                                   , S(Mart)         ,   1,      11, 11HH ,          , 11HH       , 11HH(MARTHA)                  , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Maria_Egiziaca                                              , Saint_Mary_of_Egypt                                            , S(MEgi)         ,   1,      11, 11HH ,          , 11HH       , 11HH(MARY_OF_EGYPT)           , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Paola                                                       , Saint_Paula                                                    , S(Pau)          ,   1,      11, 11HH ,          , 11HH       , 11HH(PAULA)                   , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Reparata                                                    , Saint_Reparata                                                 , S(Rep)          ,   1,      11, 11HH ,          , 11HH       , 11HH(REPERATA)                , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Petronilla                                                  , Saint_Petronilla                                               , S(Petro)        ,   1,      11, 11HH ,          , 11HH       , 11HH(PETRONILLA)              , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Rosa                                                        , Saint_Rose                                                     , S(Ros)          ,   1,      11, 11HH ,          , 11HH       , 11HH(ROSE)                    , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Savina_di_Troyes                                            , Saint_Savina_of_Troyes                                         , S(Sav)          ,   1,      11, 11HH ,          , 11HH       , 11HH(SAVINA)                  , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Teresa_dAvila                                               , Saint_Teresa_of_Avila                                          , S(TerA)         ,   1,      11, 11HH ,          , 11HH       , 11HH(TERESA_OF_AVILA)         , 11HH    , 2_2    , FemaleSaint    ,          ,          
Sant_Orsola                                                       , Saint_Ursula                                                   , S(Urs)          ,   1,      11, 11HH ,          , 11HH       , 11HH(URSULA)                  , 11HH    , 2_2    , FemaleSaint    , 901000051,          
Santa_Valeriana                                                   , Saint_Valeriana                                                , S(Val)          ,   1,      11, 11HH ,          , 11HH       , 11HH(VALERIANA)               , 11HH    , 2_2    , FemaleSaint    ,          ,          
Santa_Veronica                                                    , Saint_Veronica                                                 , S(Ve)           ,   1,      11, 11HH ,          , 11HH       , 11HH(VERONICA)                , 11HH    , 2_2    , FemaleSaint    , 901000529,          
Profeti                                                           , Prophets                                                       , Pro             ,   1,      11, 11I  ,         1, 11I1       , 11I1                          , 11I1    , 2_3    , OTCharacter    , 300188709,          
Profeta_Maggiore_Isaia                                            , Prophet_Major_Isaiah                                           , Pro(Isa)        ,   1,      11, 11I  ,         1, 11I1       , 11I11                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Maggiore_Geremia                                          , Prophet_Major_Jeremiah                                         , Pro(Jer)        ,   1,      11, 11I  ,         1, 11I1       , 11I11                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Maggiore_Ezechiele                                        , Prophet_Major_Ezekiel                                          , Pro(Ez)         ,   1,      11, 11I  ,         1, 11I1       , 11I11                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Maggiore_Daniele                                          , Prophet_Major_Daniel                                           , Pro(Dan)        ,   1,      11, 11I  ,         1, 11I1       , 11I11                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Osea                                               , Prophet_Minor_Hosea                                            , Pro(Hos)        ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Gioele                                             , Prophet_Minor_Joel                                             , Pro(Jo)         ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Amos                                               , Prophet_Minor_Amos                                             , Pro(Amo)        ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Abdia                                              , Prophet_Minor_Obadiah                                          , Pro(Oba)        ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Giona                                              , Prophet_Minor_Jonah                                            , Pro(Jon)        ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Michea                                             , Prophet_Minor_Micah                                            , Pro(Mic)        ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Naum                                               , Prophet_Minor_Nahum                                            , Pro(Nah)        ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Abacuc                                             , Prophet_Minor_Habakkuk                                         , Pro(Aba)        ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Sofonia                                            , Prophet_Minor_Zephaniah                                        , Pro(Ze)         ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Aggeo                                              , Prophet_Minor_Haggai                                           , Pro(Hag)        ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Zaccheria                                          , Prophet_Minor_Zecheriah                                        , Pro(Zac)        ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Profeta_Minore_Malachia                                           , Prophet_Minor_Malachi                                          , Pro(Mal)        ,   1,      11, 11I  ,         1, 11I1       , 11I12                         , 11I1    , 2_3    , OTCharacter    ,          ,          
Sibille                                                           , Sibyls                                                         , Sib             ,   1,      11, 11I  ,         2, 11I2       , 11I2                          , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Agrippina                                                 , Agrippine_sibyl                                                , Sib(Agr)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(AGRIPPINE)               , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Cimmeria                                                  , Cimmerian_sibyl                                                , Sib(Cim)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(CIMMERIAN)               , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Cumana                                                    , Cumaean_sibyl                                                  , Sib(Cum)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(CUMAEAN)                 , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Delfica                                                   , Delphic_sibyl                                                  , Sib(Del)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(DELPHIC)                 , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Eritrea                                                   , Erythtraean_sibyl                                              , Sib(Eri)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(ERYTHREAN)               , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Europea                                                   , European_sybil_                                                , Sib(Eu)         ,   1,      11, 11I  ,         2, 11I2       , 11I2(EUROPEAN)                , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Ellespontina                                              , Hellespontine_sibyl                                            , Sib(Hel)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(HELLESPONTINE)           , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Libica                                                    , Libyan_sibyl                                                   , Sib(Lib)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(LIBYAN)                  , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Persiana                                                  , Persian_sibyl                                                  , Sib(Per)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(PERSIAN)                 , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Frigia                                                    , Phrygian_sibyl                                                 , Sib(Fri)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(PHRYGIAN)                , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Samia                                                     , Samian_sibyl                                                   , Sib(Sam)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(SAMIAN)                  , 11I2    , 2_3    , OTCharacter    ,          ,          
Sibilla_Tiburtina                                                 , Tiburtine_sibyl                                                , Sib(Tib)        ,   1,      11, 11I  ,         2, 11I2       , 11I2(TIBURTINE)               , 11I2    , 2_3    , OTCharacter    ,          ,          
Apostoli                                                          , Apostoles                                                      , Apostle         ,   1,      11, 11I  ,         3, 11I3       , 11I3                          , 11I3    , 2_1    , Saint          , 901000340,          
Evangelisti                                                       , Evangelists                                                    , Evan            ,   1,      11, 11I  ,         4, 11I4       , 11I4                          , 11I4    , 2_1    , Saint          , 901000783,          
Tetramorfo                                                        , Tetramorph                                                     , Tet             ,   1,      11, 11I  ,         4, 11I4       , 11I4262                       , 11I4    , 2_1    , Saint          , 901000783,          
Personaggi_Antico_Testamento                                      , Persons_from_Old_Testament                                     , Fig(AT)         ,   1,      11, 11I  ,         6, 11I6       , 11I6                          , 11I62   , 2_3    , OTCharacter    ,          ,          
Abramo                                                            , Abraham                                                        , Abr             ,   1,      11, 11I  ,         6, 11I6       , 11I62(ABRAHAM)                , 11I62   , 2_3    , OTCharacter    , 901000475,          
Adamo                                                             , Adam                                                           , Ad              ,   1,      11, 11I  ,         6, 11I6       , 11I62(ADAM)                   , 11I62   , 2_3    , OTCharacter    , 901000219,          
Elia                                                              , Elijah                                                         , Pro(Eli)        ,   1,      11, 11I  ,         6, 11I6       , 11I62(ELIJAH)                 , 11I62   , 2_3    , OTCharacter    ,          ,          
Profeta_Eliseo                                                    , Prophet_Elisha                                                 , Pro(Elis)       ,   1,      11, 11I  ,         6, 11I6       , 11I62(ELISHA)                 , 11I62   , 2_3    , OTCharacter    ,          ,          
Re_Davide                                                         , King_David                                                     , King(D)         ,   1,      11, 11I  ,         6, 11I6       , 11I62(DAVID)                  , 11I62   , 2_3    , OTCharacter    , 901001014,          
Mosè                                                              , Moses                                                          , Mos             ,   1,      11, 11I  ,         6, 11I6       , 11I62(MOSES)                  , 11I62   , 2_3    , OTCharacter    , 901000167,          
Re_Salomone                                                       , King_Solomon                                                   , King(S)         ,   1,      11, 11I  ,         6, 11I6       , 11I62(SOLOMON)                , 11I62   , 2_3    , OTCharacter    , 901000120,          
Sansone                                                           , Samson                                                         , Samson          ,   1,      11, 11I  ,         6, 11I6       , 11I62(SAMSON)                 , 11I62   , 2_3    , OTCharacter    , 901000362,          
Samuele                                                           , Samuel                                                         , Samuel          ,   1,      11, 11I  ,         6, 11I6       , 11I62(SAMUEL)                 , 11I62   , 2_3    , OTCharacter    ,          ,          
Saulo                                                             , Saul                                                           , Saul            ,   1,      11, 11I  ,         6, 11I6       , 11I62(SAUL)                   , 11I62   , 2_3    , OTCharacter    ,          ,          
Agar                                                              , Agar                                                           , Agar            ,   1,      11, 11I  ,         6, 11I6       , 11I63(AGAR)                   , 11I63   , 2_3    , OTCharacter    , 901002201,          
Eva                                                               , Eve                                                            , Ev              ,   1,      11, 11I  ,         6, 11I6       , 11I63(EVE)                    , 11I63   , 2_3    , OTCharacter    , 901000205,          
Giuditta                                                          , Judith                                                         , Judith          ,   1,      11, 11I  ,         6, 11I6       , 11I63(JUDITH)                 , 11I63   , 2_3    , OTCharacter    , 901000575,          
Rebecca                                                           , Rebecca                                                        , Rebecca         ,   1,      11, 11I  ,         6, 11I6       , 11I63(REBECCA)                , 11I63   , 2_3    , OTCharacter    , 901000955,          
Personaggi_del_Nuovo_Testamento                                   , Persons_from_New_Testament                                     , Fig(NT)         ,   1,      11, 11I  ,         7, 11I7       , 11I7                          , 11I7    , 2_6    , NT_Story       ,          ,          
Giuda                                                             , Judas                                                          , Judas           ,   1,      11, 11I  ,         7, 11I7       , 11I72(JUDAS)                  , 11I7    , 2_6    , NT_Story       , 901000531,          
Simone_Magone                                                     , Simon_Mago                                                     , SiMa            ,   1,      11, 11I  ,         7, 11I7       , 11I72(SIMON_MAGO)             , 11I7    , 2_6    , NT_Story       ,          ,          
Salomè                                                            , Salomè                                                         , Salome          ,   1,      11, 11I  ,         7, 11I7       , 11I73(SALOME)                 , 11I7    , 2_6    , NT_Story       , 901001909,          
Diavoli_e_demoni                                                  , Devils_and_Demons                                              , Demon           ,   1,      11, 11K  ,          , 11K        , 11K                           , 11K     , 2_5    , AngelDevil     ,          ,          
Satana                                                            , Satan                                                          , Devil           ,   1,      11, 11K  ,          , 11K        , 11K(DEVIL)                    , 11K     , 2_5    , AngelDevil     ,          ,          
Sapientia_e_le_sette_virtù                                        , Sapientia_and_the_Seven_Virtues                                , Virtue          ,   1,      11, 11M  ,          , 11M        , 11M                           , 11M     , 9_1    , VirtueVice     , 901000224,          
Fede_Ripa                                                         , Faith                                                          , Virtue(Faith)   ,   1,      11, 11M  ,         3, 11M3       , 11M31                         , 11M     , 9_1    , VirtueVice     , 901000626,          
Speranza_Ripa                                                     , Hope                                                           , Virtue(Hope)    ,   1,      11, 11M  ,         3, 11M3       , 11M32                         , 11M     , 9_1    , VirtueVice     , 901001567,          
Carità_Ripa                                                       , Charitas                                                       , Virtue(Charity) ,   1,      11, 11M  ,         3, 11M3       , 11M33                         , 11M     , 9_1    , VirtueVice     , 901000244,          
Prudenza_Ripa                                                     , Prudence                                                       , Virtue(Prud)    ,   1,      11, 11M  ,         4, 11M4       , 11M41                         , 11M     , 9_1    , VirtueVice     , 901002007,          
Temperanza_Ripa                                                   , Temperance                                                     , Virtue(Tem)     ,   1,      11, 11M  ,         4, 11M4       , 11M42                         , 11M     , 9_1    , VirtueVice     , 901001051,          
Fortezza_Ripa                                                     , Fortress                                                       , Virtue(Fort)    ,   1,      11, 11M  ,         4, 11M4       , 11M43                         , 11M     , 9_1    , VirtueVice     , 901000523,          
Giustizia_Ripa                                                    , Justice                                                        , Virtue(Just)    ,   1,      11, 11M  ,         4, 11M4       , 11M44                         , 11M     , 9_1    , VirtueVice     , 901000172,          
Vizi_e_i_sette_peccati_capitali                                   , Vice_and_the_Seven_Deadly_Sins                                 , Vice            ,   1,      11, 11N  ,          , 11N        , 11N                           , 11N     , 9_1    , VirtueVice     , 901000223,          
Superbia_Ripa                                                     , Pride_Superbia_Ripa                                            , Vice(Sup)       ,   1,      11, 11N  ,         3, 11N3       , 11N31                         , 11N     , 9_1    , VirtueVice     , 901000787,          
Invidia_Ripa                                                      , Envy_Invidia_Ripa                                              , Vice(Envy)      ,   1,      11, 11N  ,         3, 11N3       , 11N32                         , 11N     , 9_1    , VirtueVice     ,          ,          
Ira_Ripa                                                          , Anger_Ira_Ripa                                                 , Vice(Anger)     ,   1,      11, 11N  ,         3, 11N3       , 11N33                         , 11N     , 9_1    , VirtueVice     ,          ,          
Avarizia_Avaritia_Ripa                                            , Covetousness_Avaritia_Ripa                                     , Vice(Ava)       ,   1,      11, 11N  ,         3, 11N3       , 11N34                         , 11N     , 9_1    , VirtueVice     ,          ,          
Gola_Voracità_Ripa                                                , Gluttony_Voracità_Ripa                                         , Vice(Glut)      ,   1,      11, 11N  ,         3, 11N3       , 11N35                         , 11N     , 9_1    , VirtueVice     ,          ,          
Lussuria_Ripa                                                     , Lust_Lussuria_Ripa                                             , Vice(Lust)      ,   1,      11, 11N  ,         3, 11N3       , 11N36                         , 11N     , 9_1    , VirtueVice     ,          ,          
Accidia_Ripa                                                      , Sloth_Accidia_Ripa                                             , Vice(Sloth)     ,   1,      11, 11N  ,         3, 11N3       , 11N37                         , 11N     , 9_1    , VirtueVice     ,          ,          
Virtù_e_vizio                                                     , Virtue_and_Vice                                                , VirtueVIce      ,   1,      11, 11O  ,         1, 11O1       , 11O12                         , 11O     , 9_1    , VirtueVice     ,          ,          
Papa                                                              , Pope                                                           , P               ,   1,      11, 11P  ,         3, 11P3       , 11P3111                       , 11P311  , 9_6    , Religion       ,          ,          
Cardinale                                                         , Cardinal                                                       , Cardinal        ,   1,      11, 11P  ,         3, 11P3       , 11P3112                       , 11P311  , 9_6    , Religion       ,          ,          
Vescovo                                                           , Bishop                                                         , Bishop          ,   1,      11, 11P  ,         3, 11P3       , 11P3113                       , 11P311  , 9_6    , Religion       ,          ,          
Abbazia_Monstero_Convento                                         , Abbey_Monastery_Convent                                        , Abbey           ,   1,      11, 11P  ,         3, 11P3       , 11P3151                       , 11P3151 , 10_2   , Building       ,          ,          
Abbazia_Monstero_Convento                                         , Abbey_Monastery_Convent                                        , Monastery       ,   1,      11, 11P  ,         3, 11P3       , 11P3151                       , 11P3151 , 10_2   , Building       ,          ,          
Abbazia_Monstero_Convento                                         , Abbey_Monastery_Convent                                        , Convent         ,   1,      11, 11P  ,         3, 11P3       , 11P3151                       , 11P3151 , 10_2   , Building       ,          ,          
Frate                                                             , Friar                                                          , Friar           ,   1,      11, 11P  ,         3, 11P3       , 11P31521                      , 11P3152 , 9_6    , Religion       ,          ,          
Monaco                                                            , Monk                                                           , Monk            ,   1,      11, 11P  ,         3, 11P3       , 11P31521                      , 11P3152 , 9_6    , Religion       ,          ,          
Suora                                                             , Nun                                                            , Nun             ,   1,      11, 11P  ,         3, 11P3       , 11P31522                      , 11P3152 , 9_6    , Religion       ,          ,          
Preghiera_Oratione_Preghiere_Ripa                                 , Prayer_Oratione_Preghiere_Ripa                                 , Pray            ,   1,      11, 11Q  ,         2, 11Q2       , 11Q2                          , 11Q2    , 9_6    , Religion       ,          ,          
culto_pubblico_e_liturgia_delle_Chiese_cristiane                  , public_worship_and_liturgy_of_the_Christian_churches           , Church          ,   1,      11, 11Q  ,         7, 11Q7       , 11Q71                         , 11Q71   , 10_2   , Building       ,          ,          
culto_pubblico_e_liturgia_delle_Chiese_cristiane                  , public_worship_and_liturgy_of_the_Christian_churches           , Cathedral       ,   1,      11, 11Q  ,         7, 11Q7       , 11Q71                         , 11Q71   , 10_2   , Building       ,          ,          
Pulpito                                                           , Pulpit                                                         , Pulpit          ,   1,      11, 11Q  ,         7, 11Q7       , 11Q7131(PULPIT)               , 11Q713  , 10_2   , Building       ,          ,          
Altare                                                            , Altar                                                          , Altar           ,   1,      11, 11Q  ,         7, 11Q7       , 11Q7141                       , 11Q714  , 10_2   , Building       ,          ,          
Ostensorio                                                        , Monstrance                                                     , Host            ,   1,      11, 11Q  ,         7, 11Q7       , 11Q71444                      , 11Q7144 , 3_3    , HolyFig-2      ,          ,          
Censiere                                                          , Censer                                                         , Censer          ,   1,      11, 11Q  ,         7, 11Q7       , 11Q7148(CENSER)               , 11Q7148 , 10_4   , Object         ,          ,          
Messa                                                             , Holy_Mass                                                      , Mes             ,   1,      11, 11Q  ,         7, 11Q7       , 11Q7311                       , 11Q73   , 9_6    , Religion       ,          ,          
Personificazioni_della_vanitas_Vanità_Ripa                        , Personifications_of_Vanitas_Vanità_Ripa                        , Vanitas         ,   1,      11, 11R  ,         5, 11R5       , 11R5                          , 11R     , 9_1    , VirtueVice     , 901001588,          
Rappresentazioni_del_paradiso_terrestre_e_abitanti                , Representations_of_celestial_paradise_and_inhabitants          , Heaven          ,   1,      11, 11S  ,         1, 11S1       , 11S1                          , 11S     , 2_5    , AngelDevil     , 901001677,          
Rappresentazioni_dell_inferno                                     , Representations_of_Hell                                        , Hell            ,   1,      11, 11T  ,         1, 11T1       , 11T1                          , 11T     , 2_5    , AngelDevil     , 901000384,          
Purgatorio                                                        , Purgatory                                                      , Purgatory       ,   1,      11, 11T  ,         6, 11T6       , 11T6                          , 11T     , 2_5    , AngelDevil     , 901001678,          
Limbo                                                             , Limbo                                                          , Limbo           ,   1,      11, 11T  ,         7, 11T7       , 11T7                          , 11T     , 2_5    , AngelDevil     ,          ,          
Rappresentazioni_complessive_del_Giudizio_Universale              , Comprehensive_representation_of_Last_Judgement                 , LastJ           ,   1,      11, 11U  ,         1, 11U1       , 11U1                          , 11U     , 3_3    , HolyFig-2      , 901001027,          
Arca_Alleanza                                                     , Ark_of_the_Covenant                                            , Ark             ,   1,      12, 12A  ,         4, 12A4       , 12A422                        , 12A42   , 2_4    , OTStory        ,          ,          
Sinagoga                                                          , Synagogue                                                      , Synagogue       ,   1,      13, 12A  ,         4, 12A4       , 12A44                         , 12A4    , 10_2   , Building       ,          ,          
Amon                                                              , Amon                                                           , Amon            ,   1,      12, 12C  ,         1, 12C1       , 12C13(AMON)                   , 12C13   , 9_3    , Myth           , 901000100,          
Aton                                                              , Aton                                                           , Aton            ,   1,      12, 12C  ,         1, 12C1       , 12C13(ATON)                   , 12C13   , 9_3    , Myth           , 901001334,          
Horus                                                             , Horus                                                          , Horus           ,   1,      12, 12C  ,         1, 12C1       , 12C13(HORUS)                  , 12C13   , 9_3    , Myth           , 901001076,          
Osiris                                                            , Osiris                                                         , Osiris          ,   1,      12, 12C  ,         1, 12C1       , 12C13(OSIRIS)                 , 12C13   , 9_3    , Myth           , 901000705,          
Thoth                                                             , Thoth                                                          , Thoth           ,   1,      12, 12C  ,         1, 12C1       , 12C13(THOTH)                  , 12C13   , 9_3    , Myth           , 901000159,          
Hator                                                             , Hathor                                                         , Hator           ,   1,      12, 12CC ,         1, 12CC1      , 12CC13(HATHOR)                , 12C13   , 9_3    , Myth           , 901001394,          
Isis                                                              , Isis                                                           , Isis            ,   1,      12, 12CC ,         1, 12CC1      , 12CC13(ISIS)                  , 12C13   , 9_3    , Myth           , 901000704,          
Maat                                                              , Maat                                                           , Maat            ,   1,      12, 12CC ,         1, 12CC1      , 12CC13(MAAT)                  , 12C13   , 9_3    , Myth           , 901001641,          
Sekhmet                                                           , Sekhmet                                                        , Sekhmet         ,   1,      12, 12CC ,         1, 12CC1      , 12CC13(SEKHMET)               , 12C13   , 9_3    , Myth           , 901002155,          
